Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Purpose,Interest_Rate,Application_Date,Loan_Status,Total_Income,Loan_to_Income_Ratio,Application_Year,Application_Month,Is_Default
LN100170,Female,Yes,1,Graduate,No,6899,1551,28.0,240,1,Urban,Auto,11.78,2023-10-28,Current,8450,3.3136094674556213,2023,October,
LN100171,Male,Yes,0,Graduate,No,5705,1915,24.0,120,1,Semiurban,Medical,5.81,2022-03-22,Fully Paid,7620,3.1496062992125986,2022,March,0.0
LN100172,Male,Yes,0,Graduate,No,9113,0,11.0,60,1,Urban,Auto,16.08,2022-03-28,Current,9113,1.2070668276089103,2022,March,
LN100173,Male,Yes,2,Graduate,No,7536,2871,13.0,120,1,Urban,Home,7.68,2024-02-15,Fully Paid,10407,1.2491592197559336,2024,February,0.0
LN100174,Female,Yes,0,Graduate,No,10375,0,18.0,300,1,Semiurban,Education,15.39,2022-09-15,Fully Paid,10375,1.7349397590361446,2022,September,0.0
LN100175,Male,Yes,2,Graduate,No,7664,3517,18.0,180,0,Urban,Home,10.68,2022-07-04,Charged Off,11181,1.6098738932116985,2022,July,1.0
LN100176,Female,No,0,Graduate,No,7728,0,19.0,120,1,Rural,Education,15.12,2023-11-23,Fully Paid,7728,2.458592132505176,2023,November,0.0
LN100177,Male,Yes,1,Not Graduate,No,10235,0,33.0,120,1,Semiurban,Auto,14.97,2023-11-29,Fully Paid,10235,3.2242305813385443,2023,November,0.0
LN100178,Female,No,1,Not Graduate,No,6865,0,23.0,120,1,Semiurban,Education,12.51,2022-05-03,Current,6865,3.350327749453751,2022,May,
LN100179,Male,Yes,0,Graduate,No,5099,0,13.0,120,1,Semiurban,Education,12.78,2024-06-07,Current,5099,2.5495195136301234,2024,June,
LN100180,Male,No,0,Graduate,No,9308,0,29.0,360,1,Semiurban,Personal,12.48,2022-04-06,Fully Paid,9308,3.115599484314568,2022,April,0.0
LN100181,Male,Yes,0,Graduate,No,6377,5257,26.0,300,0,Urban,Business,5.0,2023-08-28,Fully Paid,11634,2.2348289496303937,2023,August,0.0
LN100182,Female,Yes,0,Graduate,No,7888,3818,16.0,240,1,Rural,Home,11.41,2023-05-30,Fully Paid,11706,1.3668204339654877,2023,May,0.0
LN100183,Female,No,0,Graduate,No,3356,3564,15.0,240,1,Rural,Education,7.09,2023-03-19,Fully Paid,6920,2.167630057803468,2023,March,0.0
LN100184,Male,Yes,1,Graduate,Yes,6764,1654,19.0,60,1,Urban,Home,11.6,2023-05-29,Fully Paid,8418,2.2570681872178664,2023,May,0.0
LN100185,Female,No,3,Graduate,No,5849,0,16.0,60,1,Urban,Auto,7.0,2023-01-06,Fully Paid,5849,2.735510343648487,2023,January,0.0
LN100186,Female,No,2,Graduate,Yes,3323,1962,7.0,360,1,Urban,Home,6.85,2022-11-01,Fully Paid,5285,1.3245033112582782,2022,November,0.0
LN100187,Male,Yes,2,Graduate,No,6841,3009,18.0,60,1,Semiurban,Auto,16.62,2022-12-23,Fully Paid,9850,1.8274111675126903,2022,December,0.0
LN100188,Male,Yes,2,Not Graduate,No,6925,5624,22.0,240,1,Semiurban,Home,14.74,2022-05-28,Fully Paid,12549,1.7531277392620925,2022,May,0.0
LN100189,Male,No,1,Not Graduate,No,8097,0,27.0,240,1,Rural,Home,10.99,2022-10-12,Charged Off,8097,3.334568358651352,2022,October,1.0
LN100190,Male,Yes,0,Graduate,No,10675,0,21.0,360,1,Rural,Medical,11.65,2023-10-19,Fully Paid,10675,1.9672131147540983,2023,October,0.0
LN100191,Female,Yes,3,Not Graduate,No,10020,1965,34.0,360,0,Semiurban,Home,10.13,2024-04-21,Fully Paid,11985,2.8368794326241136,2024,April,0.0
LN100192,Female,Yes,1,Not Graduate,No,5995,3021,25.0,300,1,Semiurban,Education,12.99,2024-05-22,Fully Paid,9016,2.7728482697426795,2024,May,0.0
LN100193,Female,Yes,1,Graduate,No,7595,0,12.0,240,1,Semiurban,Home,8.63,2022-09-19,Fully Paid,7595,1.5799868334430547,2022,September,0.0
LN100194,Male,Yes,0,Graduate,No,8524,0,20.0,84,1,Semiurban,Personal,14.48,2023-07-28,Fully Paid,8524,2.346316283435007,2023,July,0.0
LN100195,Male,No,0,Graduate,No,6056,0,19.0,360,1,Semiurban,Personal,10.11,2023-05-06,Fully Paid,6056,3.1373844121532364,2023,May,0.0
LN100196,Female,Yes,0,Not Graduate,Yes,4066,0,8.0,240,1,Semiurban,Education,9.53,2024-01-08,Fully Paid,4066,1.9675356615838662,2024,January,0.0
LN100197,Female,No,2,Not Graduate,No,6576,2617,31.0,360,1,Semiurban,Home,11.08,2022-01-31,Charged Off,9193,3.3721309692157075,2022,January,1.0
LN100198,Female,No,0,Graduate,No,10846,0,15.0,180,1,Semiurban,Education,8.93,2023-12-03,Current,10846,1.3829983404019914,2023,December,
LN100199,Female,Yes,0,Graduate,No,4000,0,4.0,120,1,Semiurban,Auto,12.15,2024-06-05,Charged Off,4000,1.0,2024,June,1.0
LN100200,Female,No,0,Graduate,No,4915,3182,26.0,240,1,Semiurban,Auto,9.12,2022-09-25,Fully Paid,8097,3.2110658268494503,2022,September,0.0
LN100201,Male,Yes,0,Graduate,No,5286,0,16.0,240,1,Semiurban,Personal,12.64,2022-01-12,Fully Paid,5286,3.026863412788498,2022,January,0.0
LN100202,Male,Yes,0,Graduate,Yes,4935,2436,26.0,120,1,Semiurban,Personal,15.26,2022-07-10,Fully Paid,7371,3.527336860670194,2022,July,0.0
LN100203,Female,Yes,0,Not Graduate,No,9128,0,24.0,360,0,Semiurban,Home,8.48,2023-02-04,Current,9128,2.629272567922875,2023,February,
LN100204,Female,Yes,2,Graduate,Yes,5620,0,19.0,240,1,Semiurban,Home,10.54,2023-06-21,Fully Paid,5620,3.380782918149466,2023,June,0.0
LN100205,Male,No,3,Not Graduate,No,9219,0,28.0,300,1,Urban,Home,12.61,2022-04-01,Charged Off,9219,3.0372057706909645,2022,April,1.0
LN100206,Male,No,0,Not Graduate,No,7215,0,22.0,120,1,Urban,Home,9.47,2023-08-23,Fully Paid,7215,3.049203049203049,2023,August,0.0
LN100207,Female,Yes,2,Graduate,No,3684,0,9.0,180,1,Semiurban,Home,12.63,2024-04-23,Fully Paid,3684,2.44299674267101,2024,April,0.0
LN100208,Male,Yes,0,Graduate,Yes,6104,0,11.0,60,1,Semiurban,Personal,12.94,2023-05-16,Current,6104,1.802096985583224,2023,May,
LN100209,Male,Yes,3,Graduate,Yes,10133,1992,40.0,360,1,Rural,Personal,14.79,2024-02-25,Fully Paid,12125,3.2989690721649483,2024,February,0.0
LN100210,Male,Yes,2,Graduate,Yes,7510,1455,18.0,84,1,Urban,Medical,8.88,2022-10-28,Charged Off,8965,2.007808142777468,2022,October,1.0
LN100211,Female,Yes,2,Graduate,No,6272,3756,23.0,84,1,Semiurban,Home,7.7,2022-04-21,Fully Paid,10028,2.293577981651376,2022,April,0.0
LN100212,Female,Yes,0,Graduate,No,10896,1606,25.0,240,1,Urban,Personal,9.92,2022-03-21,Current,12502,1.9996800511918094,2022,March,
LN100213,Male,No,3,Graduate,No,4746,4481,21.0,180,0,Urban,Business,7.61,2024-04-15,Fully Paid,9227,2.2759293378129404,2024,April,0.0
LN100214,Female,No,1,Graduate,No,5693,2596,17.0,60,1,Rural,Personal,12.98,2023-10-14,Fully Paid,8289,2.050910845699119,2023,October,0.0
LN100215,Male,Yes,0,Graduate,No,9773,3752,13.0,84,1,Urban,Home,6.93,2023-03-09,Fully Paid,13525,0.9611829944547134,2023,March,0.0
LN100216,Male,Yes,2,Graduate,Yes,9058,6364,49.0,360,1,Semiurban,Home,19.17,2023-02-21,Fully Paid,15422,3.177279211516016,2023,February,0.0
LN100217,Female,No,0,Graduate,No,4610,1249,12.0,360,1,Semiurban,Home,15.54,2022-08-02,Fully Paid,5859,2.048131080389145,2022,August,0.0
LN100218,Female,No,2,Graduate,No,8417,0,20.0,360,1,Semiurban,Education,11.04,2023-03-23,Fully Paid,8417,2.3761435190685516,2023,March,0.0
LN100219,Female,Yes,0,Graduate,No,5587,0,7.0,240,1,Rural,Auto,14.04,2022-01-18,Fully Paid,5587,1.2529085376767497,2022,January,0.0
LN100220,Female,No,1,Graduate,No,3273,1083,4.0,300,0,Semiurban,Home,5.27,2022-02-23,Current,4356,0.9182736455463728,2022,February,
LN100221,Male,Yes,0,Graduate,No,6316,2071,12.0,360,1,Urban,Home,19.83,2024-05-29,Charged Off,8387,1.4307857398354595,2024,May,1.0
LN100222,Male,Yes,0,Graduate,No,13821,0,37.0,360,1,Rural,Auto,8.93,2023-09-01,Fully Paid,13821,2.6770855943853555,2023,September,0.0
LN100223,Male,No,0,Graduate,No,10199,3147,14.0,120,1,Rural,Auto,10.58,2024-03-05,Fully Paid,13346,1.0490034467256106,2024,March,0.0
LN100224,Male,Yes,0,Graduate,No,6978,0,23.0,240,1,Urban,Personal,5.0,2024-01-16,Fully Paid,6978,3.296073373459444,2024,January,0.0
LN100225,Male,Yes,0,Not Graduate,No,3918,2116,8.0,120,1,Urban,Auto,12.7,2022-08-28,Fully Paid,6034,1.3258203513423932,2022,August,0.0
LN100226,Male,Yes,0,Graduate,No,3306,4185,10.0,180,1,Urban,Education,7.13,2024-04-25,Fully Paid,7491,1.3349352556401015,2024,April,0.0
LN100227,Male,Yes,1,Graduate,No,7224,1551,11.0,60,1,Urban,Home,11.36,2023-02-22,Charged Off,8775,1.2535612535612535,2023,February,1.0
LN100228,Female,Yes,0,Graduate,No,8214,2477,9.0,120,1,Rural,Education,9.1,2024-05-05,Fully Paid,10691,0.8418295762791133,2024,May,0.0
LN100229,Female,Yes,0,Graduate,No,9168,0,26.0,180,1,Semiurban,Personal,7.23,2023-05-01,Fully Paid,9168,2.8359511343804535,2023,May,0.0
LN100230,Female,No,2,Graduate,No,8777,2421,35.0,240,1,Urban,Medical,8.18,2023-03-20,Fully Paid,11198,3.125558135381318,2023,March,0.0
LN100231,Male,Yes,0,Graduate,No,9054,0,22.0,360,1,Rural,Home,11.79,2023-07-20,Fully Paid,9054,2.429865252926883,2023,July,0.0
LN100232,Male,Yes,3,Graduate,No,7848,9585,23.0,300,1,Semiurban,Personal,6.51,2023-08-22,Fully Paid,17433,1.3193368898066884,2023,August,0.0
LN100233,Male,Yes,2,Graduate,No,10805,0,17.0,180,1,Urban,Education,8.38,2024-02-12,Fully Paid,10805,1.5733456732993985,2024,February,0.0
LN100234,Male,No,1,Graduate,Yes,5844,8666,30.0,180,1,Rural,Personal,13.32,2024-01-18,Fully Paid,14510,2.067539627842867,2024,January,0.0
LN100235,Female,Yes,1,Graduate,No,7184,1766,30.0,180,1,Rural,Home,20.11,2022-05-03,Charged Off,8950,3.35195530726257,2022,May,1.0
LN100236,Male,No,3,Graduate,Yes,3688,0,5.0,300,1,Rural,Education,12.67,2023-02-24,Current,3688,1.3557483731019522,2023,February,
LN100237,Male,Yes,0,Not Graduate,No,5800,0,16.0,180,1,Semiurban,Business,7.79,2023-07-20,Fully Paid,5800,2.7586206896551726,2023,July,0.0
LN100238,Female,No,0,Graduate,No,10093,6602,33.0,84,1,Rural,Personal,9.72,2022-08-04,Current,16695,1.9766397124887691,2022,August,
LN100239,Male,Yes,0,Graduate,No,8947,0,14.0,300,1,Urban,Personal,11.11,2023-02-24,Charged Off,8947,1.564770314071756,2023,February,1.0
LN100240,Female,No,2,Graduate,No,2927,0,6.0,120,1,Semiurban,Home,9.78,2023-12-10,Fully Paid,2927,2.0498804236419543,2023,December,0.0
LN100241,Female,No,0,Graduate,No,14236,0,14.0,360,1,Rural,Home,14.16,2023-07-05,Fully Paid,14236,0.9834223096375386,2023,July,0.0
LN100242,Female,No,1,Graduate,No,7517,5415,38.0,240,1,Urban,Education,11.76,2024-05-26,Fully Paid,12932,2.938447262604392,2024,May,0.0
LN100243,Male,No,0,Graduate,No,7569,4088,17.0,360,1,Rural,Business,14.18,2022-08-16,Fully Paid,11657,1.4583512052843786,2022,August,0.0
LN100244,Male,No,2,Graduate,No,5668,431,17.0,180,1,Semiurban,Medical,9.9,2022-08-25,Fully Paid,6099,2.7873421872438104,2022,August,0.0
LN100245,Female,Yes,0,Graduate,No,6115,0,6.0,300,1,Urban,Education,15.64,2023-10-06,Fully Paid,6115,0.9811937857726901,2023,October,0.0
LN100246,Male,Yes,0,Graduate,No,7486,1488,30.0,360,1,Rural,Education,10.42,2022-11-26,Fully Paid,8974,3.3429908624916425,2022,November,0.0
LN100247,Female,Yes,2,Graduate,Yes,8758,3487,16.0,60,0,Urban,Business,7.6,2024-04-12,Fully Paid,12245,1.3066557778685177,2024,April,0.0
LN100248,Female,No,1,Not Graduate,No,7983,0,25.0,180,1,Semiurban,Education,18.62,2023-04-14,Current,7983,3.1316547663785546,2023,April,
LN100249,Female,Yes,0,Graduate,No,5829,3913,29.0,240,1,Urban,Personal,5.0,2023-11-11,Fully Paid,9742,2.9768014781359065,2023,November,0.0
LN100250,Male,No,0,Graduate,No,5074,0,17.0,300,1,Rural,Home,8.41,2023-05-02,Fully Paid,5074,3.3504138746551044,2023,May,0.0
LN100251,Male,Yes,3,Graduate,Yes,4953,0,10.0,60,0,Urban,Auto,8.81,2023-07-03,Fully Paid,4953,2.018978396931153,2023,July,0.0
LN100252,Female,Yes,1,Graduate,No,10392,2149,35.0,60,1,Urban,Personal,19.78,2023-08-02,Charged Off,12541,2.790846025037876,2023,August,1.0
LN100253,Male,Yes,2,Graduate,No,9916,0,18.0,120,1,Urban,Business,17.32,2023-09-15,Fully Paid,9916,1.8152480839048004,2023,September,0.0
LN100254,Male,No,2,Graduate,No,8460,3801,16.0,120,1,Rural,Auto,16.23,2023-02-19,Charged Off,12261,1.3049506565532991,2023,February,1.0
LN100255,Male,Yes,1,Graduate,No,10363,2428,26.0,300,1,Semiurban,Home,9.84,2022-08-07,Fully Paid,12791,2.0326792275818937,2022,August,0.0
LN100256,Female,Yes,0,Graduate,No,6781,4124,14.0,120,1,Semiurban,Auto,19.49,2023-12-22,Fully Paid,10905,1.2838147638697845,2023,December,0.0
LN100257,Female,Yes,0,Graduate,No,9594,2606,42.0,240,1,Semiurban,Business,12.29,2023-01-16,Current,12200,3.442622950819672,2023,January,
LN100258,Male,Yes,0,Graduate,No,8622,0,9.0,120,1,Semiurban,Education,14.42,2022-03-28,Fully Paid,8622,1.0438413361169103,2022,March,0.0
LN100259,Male,Yes,0,Not Graduate,No,9692,0,23.0,360,0,Urban,Home,11.63,2023-04-06,Fully Paid,9692,2.373091209244738,2023,April,0.0
LN100260,Female,Yes,2,Graduate,Yes,4779,1438,15.0,84,1,Semiurban,Home,10.83,2024-03-25,Fully Paid,6217,2.412739263310278,2024,March,0.0
LN100261,Male,No,1,Graduate,No,2799,0,6.0,84,0,Urban,Personal,10.12,2023-02-15,Charged Off,2799,2.1436227224008575,2023,February,1.0
LN100262,Male,Yes,3,Graduate,No,7807,0,20.0,240,1,Rural,Education,10.27,2023-11-22,Fully Paid,7807,2.561803509670808,2023,November,0.0
LN100263,Male,Yes,0,Graduate,No,6238,3892,11.0,300,1,Rural,Personal,13.13,2023-06-09,Fully Paid,10130,1.0858835143139192,2023,June,0.0
LN100264,Female,Yes,1,Not Graduate,No,3093,0,7.0,60,1,Semiurban,Home,12.29,2023-03-23,Charged Off,3093,2.263174911089557,2023,March,1.0
LN100265,Female,Yes,1,Graduate,No,11025,3115,22.0,120,1,Urban,Business,10.89,2022-10-27,Fully Paid,14140,1.5558698727015559,2022,October,0.0
LN100266,Female,Yes,1,Graduate,No,9927,5280,51.0,360,1,Rural,Home,16.28,2023-02-12,Fully Paid,15207,3.3537186821858356,2023,February,0.0
LN100267,Female,Yes,1,Graduate,Yes,8058,0,23.0,240,1,Urban,Home,5.0,2023-09-29,Fully Paid,8058,2.854306279473815,2023,September,0.0
LN100268,Male,Yes,0,Graduate,No,5184,0,18.0,180,1,Urban,Personal,12.78,2023-01-10,Fully Paid,5184,3.4722222222222223,2023,January,0.0
LN100269,Male,Yes,0,Graduate,No,3635,0,3.0,240,1,Urban,Personal,13.51,2022-08-21,Fully Paid,3635,0.8253094910591472,2022,August,0.0
LN100270,Female,No,0,Graduate,No,3079,0,5.0,120,1,Semiurban,Home,15.01,2024-02-02,Fully Paid,3079,1.6239038648911985,2024,February,0.0
LN100271,Female,No,0,Graduate,No,5785,2209,11.0,360,1,Rural,Home,10.77,2024-06-17,Fully Paid,7994,1.3760320240180135,2024,June,0.0
LN100272,Female,No,0,Graduate,No,9104,0,8.0,180,1,Urban,Home,11.73,2023-09-30,Fully Paid,9104,0.8787346221441125,2023,September,0.0
LN100273,Female,Yes,1,Graduate,No,6262,2773,13.0,240,1,Urban,Auto,14.45,2024-01-17,Charged Off,9035,1.4388489208633093,2024,January,1.0
LN100274,Male,Yes,3,Not Graduate,No,8499,0,22.0,120,1,Semiurban,Auto,16.22,2023-10-12,Fully Paid,8499,2.588539828215084,2023,October,0.0
LN100275,Male,Yes,1,Not Graduate,No,8655,4598,19.0,60,1,Semiurban,Personal,9.95,2022-02-18,Fully Paid,13253,1.4336376669433335,2022,February,0.0
LN100276,Female,Yes,2,Not Graduate,No,9054,4850,30.0,300,0,Urban,Auto,11.93,2024-06-10,Fully Paid,13904,2.15765247410817,2024,June,0.0
LN100277,Female,Yes,0,Graduate,No,3430,4741,26.0,300,0,Urban,Auto,16.88,2022-07-05,Charged Off,8171,3.1819850691469833,2022,July,1.0
LN100278,Female,Yes,1,Graduate,Yes,5349,1109,17.0,300,1,Rural,Home,5.0,2022-07-24,Fully Paid,6458,2.632393930009291,2022,July,0.0
LN100279,Female,Yes,0,Not Graduate,No,8440,3280,22.0,240,1,Rural,Medical,8.58,2022-03-19,Charged Off,11720,1.8771331058020477,2022,March,1.0
LN100280,Female,Yes,0,Graduate,No,11944,658,23.0,180,0,Rural,Business,16.13,2023-04-26,Fully Paid,12602,1.8251071258530391,2023,April,0.0
LN100281,Male,No,0,Graduate,No,10640,9328,41.0,360,0,Rural,Home,14.82,2023-01-21,Fully Paid,19968,2.0532852564102564,2023,January,0.0
LN100282,Male,Yes,0,Not Graduate,No,7904,4536,16.0,120,1,Urban,Home,12.83,2022-07-13,Fully Paid,12440,1.2861736334405145,2022,July,0.0
LN100283,Male,Yes,0,Not Graduate,Yes,11070,0,28.0,120,1,Urban,Home,9.43,2022-04-13,Fully Paid,11070,2.5293586269196027,2022,April,0.0
LN100284,Male,Yes,0,Graduate,No,7882,0,14.0,360,1,Urban,Home,7.91,2023-09-09,Fully Paid,7882,1.7761989342806395,2023,September,0.0
LN100285,Male,Yes,0,Graduate,No,3964,0,12.0,180,1,Urban,Auto,8.93,2023-01-11,Charged Off,3964,3.027245206861756,2023,January,1.0
LN100286,Male,Yes,0,Graduate,No,8997,0,26.0,240,1,Rural,Personal,16.42,2022-10-14,Fully Paid,8997,2.889852172946538,2022,October,0.0
LN100287,Male,Yes,0,Not Graduate,No,10780,6079,41.0,300,1,Rural,Auto,8.8,2024-04-15,Fully Paid,16859,2.431935464736936,2024,April,0.0
LN100288,Male,Yes,0,Not Graduate,No,13392,4466,32.0,240,1,Semiurban,Auto,11.35,2023-04-27,Fully Paid,17858,1.7919139881285697,2023,April,0.0
LN100289,Female,Yes,0,Graduate,No,5726,1535,10.0,360,1,Urban,Personal,8.36,2023-12-24,Fully Paid,7261,1.3772207684891888,2023,December,0.0
LN100290,Male,Yes,1,Graduate,No,4605,835,16.0,360,1,Rural,Auto,13.95,2022-09-07,Fully Paid,5440,2.9411764705882355,2022,September,0.0
LN100291,Male,Yes,0,Not Graduate,Yes,9605,0,20.0,360,1,Rural,Home,9.11,2024-03-15,Fully Paid,9605,2.082248828735034,2024,March,0.0
LN100292,Female,Yes,0,Graduate,No,8254,3164,16.0,360,1,Urban,Education,10.66,2022-07-20,Charged Off,11418,1.4012961989840602,2022,July,1.0
LN100293,Male,No,0,Graduate,No,7980,0,11.0,180,1,Rural,Personal,5.11,2023-06-20,Fully Paid,7980,1.3784461152882206,2023,June,0.0
LN100294,Male,No,0,Not Graduate,No,11130,1829,16.0,240,1,Urban,Home,5.35,2023-04-06,Charged Off,12959,1.234663168454356,2023,April,1.0
LN100295,Male,Yes,0,Graduate,No,9591,0,28.0,240,1,Urban,Home,11.03,2022-10-27,Fully Paid,9591,2.9194036075487437,2022,October,0.0
LN100296,Female,Yes,0,Graduate,No,8541,0,12.0,240,1,Semiurban,Business,6.36,2023-04-23,Fully Paid,8541,1.4049877063575693,2023,April,0.0
LN100297,Male,Yes,0,Graduate,No,5987,2996,20.0,84,1,Semiurban,Auto,18.37,2022-03-24,Fully Paid,8983,2.2264276967605476,2022,March,0.0
LN100298,Female,Yes,0,Graduate,No,9299,0,19.0,360,0,Urban,Home,5.0,2024-03-19,Fully Paid,9299,2.043230454887622,2024,March,0.0
LN100299,Male,No,0,Not Graduate,No,4539,847,13.0,180,1,Urban,Auto,8.2,2023-04-03,Fully Paid,5386,2.4136650575566283,2023,April,0.0
LN100300,Male,Yes,2,Graduate,Yes,7874,972,28.0,120,1,Rural,Auto,11.06,2023-11-22,Fully Paid,8846,3.1652724395206873,2023,November,0.0
LN100301,Male,No,1,Not Graduate,No,7012,0,22.0,120,1,Semiurban,Education,9.72,2022-10-25,Fully Paid,7012,3.137478608100399,2022,October,0.0
LN100302,Male,Yes,0,Graduate,No,3899,0,8.0,180,1,Semiurban,Home,7.14,2022-12-30,Fully Paid,3899,2.0518081559374197,2022,December,0.0
LN100303,Female,Yes,0,Graduate,No,8262,0,7.0,120,1,Urban,Medical,7.65,2023-12-19,Fully Paid,8262,0.8472524812394093,2023,December,0.0
LN100304,Female,No,3,Graduate,No,5731,2967,17.0,300,1,Urban,Education,7.53,2022-02-09,Fully Paid,8698,1.95447229248103,2022,February,0.0
LN100305,Male,No,0,Graduate,Yes,8188,1435,23.0,60,1,Urban,Home,10.0,2024-03-26,Charged Off,9623,2.3901070352280995,2024,March,1.0
LN100306,Male,No,0,Graduate,No,4966,4360,22.0,360,1,Urban,Personal,17.83,2023-09-17,Fully Paid,9326,2.3589963542783616,2023,September,0.0
LN100307,Male,No,1,Graduate,No,9627,2914,32.0,180,1,Urban,Auto,11.27,2022-12-06,Fully Paid,12541,2.5516306514632006,2022,December,0.0
LN100308,Female,Yes,0,Graduate,No,12670,2743,19.0,240,1,Urban,Home,15.14,2023-05-31,Current,15413,1.232725621228833,2023,May,
LN100309,Male,No,0,Graduate,No,4539,0,12.0,300,0,Semiurban,Home,12.77,2022-04-18,Fully Paid,4539,2.6437541308658297,2022,April,0.0
LN100310,Male,Yes,0,Graduate,No,4964,2802,10.0,360,1,Urban,Home,14.9,2022-11-12,Fully Paid,7766,1.2876641771825907,2022,November,0.0
LN100311,Male,No,2,Graduate,No,4274,0,12.0,360,0,Rural,Medical,5.0,2022-04-24,Charged Off,4274,2.8076743097800656,2022,April,1.0
LN100312,Male,Yes,0,Graduate,Yes,6563,4109,18.0,60,1,Urban,Home,9.93,2022-06-16,Fully Paid,10672,1.686656671664168,2022,June,0.0
LN100313,Female,No,1,Graduate,No,8142,0,22.0,300,1,Semiurban,Personal,15.57,2022-09-18,Fully Paid,8142,2.702038811102923,2022,September,0.0
LN100314,Female,Yes,0,Graduate,No,9087,3482,12.0,360,1,Urban,Medical,9.0,2023-09-10,Fully Paid,12569,0.9547298910016708,2023,September,0.0
LN100315,Female,Yes,0,Graduate,No,7817,2691,20.0,120,1,Semiurban,Home,17.17,2022-08-12,Fully Paid,10508,1.903311762466692,2022,August,0.0
LN100316,Male,Yes,0,Graduate,No,8984,0,24.0,300,1,Urban,Medical,16.19,2022-09-19,Fully Paid,8984,2.671415850400712,2022,September,0.0
LN100317,Male,No,0,Graduate,Yes,6921,2884,14.0,180,1,Rural,Medical,9.36,2022-09-08,Fully Paid,9805,1.4278429372768995,2022,September,0.0
LN100318,Male,Yes,0,Not Graduate,No,5707,0,17.0,240,1,Rural,Business,9.24,2023-06-10,Fully Paid,5707,2.978797967408446,2023,June,0.0
LN100319,Male,Yes,0,Graduate,No,5007,2870,20.0,360,1,Semiurban,Home,7.45,2023-12-11,Charged Off,7877,2.539037704709915,2023,December,1.0
LN100320,Male,Yes,3,Graduate,No,6651,2454,22.0,180,1,Urban,Personal,8.8,2022-05-06,Fully Paid,9105,2.4162548050521693,2022,May,0.0
LN100321,Female,Yes,1,Graduate,No,5051,2977,14.0,120,1,Semiurban,Auto,6.69,2022-07-25,Current,8028,1.7438963627304434,2022,July,
LN100322,Female,No,1,Graduate,No,8052,7027,32.0,120,1,Rural,Medical,12.5,2022-05-20,Current,15079,2.1221566416871145,2022,May,
LN100323,Male,Yes,0,Graduate,No,5080,0,12.0,120,1,Urban,Home,5.9,2022-03-03,Current,5080,2.3622047244094486,2022,March,
LN100324,Female,Yes,2,Not Graduate,No,5928,0,12.0,120,1,Semiurban,Auto,13.11,2022-10-10,Fully Paid,5928,2.0242914979757085,2022,October,0.0
LN100325,Female,Yes,3,Graduate,No,10372,2958,36.0,120,1,Rural,Education,13.2,2022-02-23,Fully Paid,13330,2.700675168792198,2022,February,0.0
LN100326,Male,Yes,2,Not Graduate,Yes,10750,0,21.0,180,1,Rural,Home,5.19,2022-12-12,Fully Paid,10750,1.9534883720930232,2022,December,0.0
LN100327,Female,No,0,Graduate,No,10620,876,15.0,180,1,Rural,Education,16.42,2023-06-08,Fully Paid,11496,1.3048016701461378,2023,June,0.0
LN100328,Male,No,1,Graduate,Yes,6963,4111,15.0,84,1,Rural,Auto,12.8,2022-05-16,Fully Paid,11074,1.3545241105291674,2022,May,0.0
LN100329,Male,Yes,0,Graduate,No,5789,0,5.0,240,1,Rural,Personal,13.62,2022-11-26,Fully Paid,5789,0.8637070305752289,2022,November,0.0
LN100330,Male,Yes,0,Graduate,No,8501,0,14.0,120,1,Semiurban,Personal,8.34,2022-05-24,Fully Paid,8501,1.6468650746970945,2022,May,0.0
LN100331,Female,No,0,Graduate,Yes,5117,0,14.0,300,1,Semiurban,Medical,13.18,2023-03-12,Charged Off,5117,2.735978112175103,2023,March,1.0
LN100332,Male,Yes,1,Graduate,No,9253,6257,46.0,60,1,Rural,Education,14.94,2022-10-09,Fully Paid,15510,2.9658284977433915,2022,October,0.0
LN100333,Male,Yes,1,Graduate,No,5604,0,8.0,360,1,Semiurban,Personal,10.65,2022-05-16,Charged Off,5604,1.4275517487508922,2022,May,1.0
LN100334,Male,Yes,0,Not Graduate,No,6551,0,22.0,180,1,Rural,Education,18.01,2023-05-04,Fully Paid,6551,3.358265913600977,2023,May,0.0
LN100335,Male,No,0,Graduate,Yes,9330,2601,26.0,300,0,Urban,Education,11.15,2024-03-23,Charged Off,11931,2.1791970497024558,2024,March,1.0
LN100336,Female,Yes,0,Not Graduate,No,3581,3527,23.0,360,1,Urban,Auto,14.99,2024-01-03,Fully Paid,7108,3.235790658413056,2024,January,0.0
LN100337,Female,No,0,Graduate,No,5689,3458,25.0,360,1,Urban,Medical,12.03,2024-05-01,Fully Paid,9147,2.733136547501913,2024,May,0.0
LN100338,Male,Yes,0,Graduate,No,8115,4170,34.0,360,1,Urban,Personal,13.05,2023-12-22,Fully Paid,12285,2.7676027676027677,2023,December,0.0
LN100339,Male,Yes,0,Graduate,No,8755,5971,15.0,60,0,Urban,Auto,5.15,2023-02-05,Fully Paid,14726,1.0186065462447371,2023,February,0.0
LN100340,Male,Yes,2,Not Graduate,No,8233,0,11.0,60,1,Semiurban,Home,12.3,2024-05-20,Charged Off,8233,1.336086481234058,2024,May,1.0
LN100341,Male,Yes,0,Graduate,Yes,6522,0,5.0,300,1,Urban,Home,8.43,2024-06-10,Charged Off,6522,0.7666360012266176,2024,June,1.0
